,x,open,high,low,close,volume,sup,res,sup_break,res_break,zigzag
0,2019-06-19 00:00:00,9010.0,9106.5,8965.0,9085.5,158623217.0,0.0,0.0,0,0,9085.5
1,2019-06-19 01:00:00,9085.5,9179.0,9046.0,9175.5,163861895.0,0.0,0.0,0,0,
2,2019-06-19 02:00:00,9175.5,9186.5,9146.0,9149.5,108292288.0,0.0,0.0,0,0,
3,2019-06-19 03:00:00,9149.5,9169.0,9127.5,9155.0,57369340.0,0.0,0.0,0,0,
4,2019-06-19 04:00:00,9155.0,9176.5,9141.0,9143.5,48087413.0,0.0,0.0,0,0,
5,2019-06-19 05:00:00,9143.5,9218.0,9143.5,9170.0,130894504.0,0.0,0.0,0,0,
6,2019-06-19 06:00:00,9170.0,9196.0,9156.0,9190.0,59769729.0,0.0,0.0,0,0,
7,2019-06-19 07:00:00,9190.0,9199.5,9160.0,9162.0,48542739.0,0.0,0.0,0,0,
8,2019-06-19 08:00:00,9162.0,9189.0,9144.0,9189.0,57417720.0,0.0,0.0,0,0,
9,2019-06-19 09:00:00,9189.0,9214.0,9171.5,9175.0,60224959.0,0.0,0.0,0,0,
10,2019-06-19 10:00:00,9175.0,9180.0,9104.5,9115.5,117495121.0,0.0,0.0,0,0,
11,2019-06-19 11:00:00,9115.5,9140.0,9090.0,9134.5,85401742.0,0.0,0.0,0,0,
12,2019-06-19 12:00:00,9134.5,9141.5,9106.5,9141.5,57738273.0,0.0,0.0,0,0,
13,2019-06-19 13:00:00,9141.5,9152.5,9062.0,9090.0,154715239.0,0.0,0.0,0,0,
14,2019-06-19 14:00:00,9090.0,9152.0,9045.0,9137.5,172667847.0,0.0,0.0,0,0,
15,2019-06-19 15:00:00,9137.5,9140.0,9062.0,9078.5,91245099.0,0.0,0.0,0,0,
16,2019-06-19 16:00:00,9078.5,9133.0,9053.0,9094.5,173153403.0,0.0,0.0,0,0,
17,2019-06-19 17:00:00,9094.5,9167.0,9080.0,9143.0,134007524.0,0.0,0.0,0,0,
18,2019-06-19 18:00:00,9143.0,9175.5,9130.5,9154.5,56579447.0,0.0,0.0,0,0,
19,2019-06-19 19:00:00,9154.5,9155.0,9105.0,9118.0,53143107.0,9045.0,9214.0,0,0,
20,2019-06-19 20:00:00,9118.0,9147.5,9114.0,9145.0,30617002.0,9045.0,9180.0,0,0,
21,2019-06-19 21:00:00,9145.0,9188.5,9125.5,9171.5,114258638.0,9045.0,9188.5,0,0,
22,2019-06-19 22:00:00,9171.5,9250.0,9144.0,9249.5,100957376.0,9045.0,9250.0,0,0,
23,2019-06-19 23:00:00,9249.5,9300.0,9249.5,9267.5,175661315.0,9045.0,9300.0,0,0,
24,2019-06-20 00:00:00,9267.5,9329.5,9262.0,9287.5,117574120.0,9045.0,9329.5,0,0,
25,2019-06-20 01:00:00,9287.5,9313.0,9272.0,9274.5,55375581.0,9053.0,9329.5,0,0,
26,2019-06-20 02:00:00,9274.5,9290.0,9254.5,9276.0,62522597.0,9053.0,9329.5,0,0,
27,2019-06-20 03:00:00,9276.0,9347.0,9276.0,9344.5,101680243.0,9080.0,9347.0,0,0,
28,2019-06-20 04:00:00,9344.5,9374.5,9335.5,9352.0,108633326.0,9105.0,9374.5,0,0,
29,2019-06-20 05:00:00,9352.0,9364.5,9298.0,9319.5,90282125.0,9105.0,9374.5,0,0,
30,2019-06-20 06:00:00,9319.5,9329.0,9305.0,9305.0,39725343.0,9114.0,9374.5,0,0,
31,2019-06-20 07:00:00,9305.0,9321.5,9298.5,9307.0,50148712.0,9125.5,9374.5,0,0,
32,2019-06-20 08:00:00,9307.0,9335.5,9268.0,9280.5,107784939.0,9144.0,9374.5,0,0,
33,2019-06-20 09:00:00,9280.5,9286.5,9220.5,9233.5,167320220.0,9220.5,9374.5,0,0,
34,2019-06-20 10:00:00,9233.5,9265.5,9232.0,9236.0,75000203.0,9220.5,9374.5,0,0,
35,2019-06-20 11:00:00,9236.0,9259.0,9226.0,9254.5,73111409.0,9220.5,9374.5,0,0,
36,2019-06-20 12:00:00,9254.5,9287.5,9240.0,9280.5,72792790.0,9220.5,9374.5,0,0,
37,2019-06-20 13:00:00,9280.5,9288.0,9260.5,9280.0,76837164.0,9220.5,9374.5,0,0,
38,2019-06-20 14:00:00,9280.0,9349.0,9279.0,9330.0,159120873.0,9220.5,9374.5,0,0,
39,2019-06-20 15:00:00,9330.0,9382.5,9313.5,9380.0,168046901.0,9220.5,9382.5,0,0,
40,2019-06-20 16:00:00,9380.0,9435.0,9322.0,9395.5,224682029.0,9220.5,9435.0,0,0,
41,2019-06-20 17:00:00,9395.5,9451.0,9331.0,9366.0,263468935.0,9220.5,9451.0,0,0,
42,2019-06-20 18:00:00,9366.0,9366.5,9285.0,9362.5,181404859.0,9220.5,9451.0,0,0,
43,2019-06-20 19:00:00,9362.5,9475.0,9326.5,9427.5,200300313.0,9220.5,9475.0,0,0,
44,2019-06-20 20:00:00,9427.5,9565.0,9403.0,9524.5,245782946.0,9226.0,9565.0,0,0,
45,2019-06-20 21:00:00,9524.5,9613.5,9504.0,9570.5,377676898.0,9226.0,9613.5,0,0,
46,2019-06-20 22:00:00,9570.5,9617.5,9500.0,9526.0,219304441.0,9240.0,9617.5,0,0,
47,2019-06-20 23:00:00,9526.0,9600.0,9461.0,9558.5,152015226.0,9260.5,9617.5,0,0,
48,2019-06-21 00:00:00,9558.5,9594.5,9512.5,9532.0,131787923.0,9279.0,9617.5,0,0,
49,2019-06-21 01:00:00,9532.0,9598.0,9532.0,9592.5,78167477.0,9285.0,9617.5,0,0,
50,2019-06-21 02:00:00,9592.5,9788.5,9592.0,9744.0,380766424.0,9285.0,9788.5,0,0,
51,2019-06-21 03:00:00,9744.0,9819.0,9651.5,9726.5,331529843.0,9285.0,9819.0,0,0,
52,2019-06-21 04:00:00,9726.5,9769.0,9690.0,9757.0,151835872.0,9285.0,9819.0,0,0,
53,2019-06-21 05:00:00,9757.0,9789.5,9737.5,9750.5,129630715.0,9326.5,9819.0,0,0,
54,2019-06-21 06:00:00,9750.5,9770.5,9712.0,9770.0,125689775.0,9403.0,9819.0,0,0,
55,2019-06-21 07:00:00,9770.0,9780.0,9650.5,9696.5,188465016.0,9461.0,9819.0,0,0,
56,2019-06-21 08:00:00,9696.5,9763.5,9684.0,9763.0,94281651.0,9461.0,9819.0,0,0,
57,2019-06-21 09:00:00,9763.0,9763.5,9724.5,9737.5,70753537.0,9461.0,9819.0,0,0,
58,2019-06-21 10:00:00,9737.5,9844.0,9698.0,9805.0,264939652.0,9512.5,9844.0,0,0,
59,2019-06-21 11:00:00,9805.0,9824.0,9746.5,9790.0,182356603.0,9532.0,9844.0,0,0,
60,2019-06-21 12:00:00,9790.0,9861.0,9776.0,9837.5,188060761.0,9592.0,9861.0,0,0,
61,2019-06-21 13:00:00,9837.5,9867.0,9788.5,9847.5,155043322.0,9650.5,9867.0,0,0,
62,2019-06-21 14:00:00,9847.5,9932.0,9652.5,9770.0,558324021.0,9650.5,9932.0,0,0,
63,2019-06-21 15:00:00,9770.0,9839.0,9738.5,9832.0,179808514.0,9650.5,9932.0,0,0,
64,2019-06-21 16:00:00,9832.0,9864.5,9792.0,9811.5,152712691.0,9650.5,9932.0,0,0,
65,2019-06-21 17:00:00,9811.5,9910.0,9803.0,9869.0,227130535.0,9650.5,9932.0,0,0,
66,2019-06-21 18:00:00,9869.0,9955.0,9843.0,9924.0,232785596.0,9652.5,9955.0,0,0,
67,2019-06-21 19:00:00,9924.0,9961.0,9885.0,9922.5,131980649.0,9652.5,9961.0,0,0,
68,2019-06-21 20:00:00,9922.5,9925.0,9823.5,9901.0,141661958.0,9652.5,9961.0,0,0,
69,2019-06-21 21:00:00,9901.0,9955.5,9866.0,9945.0,102444364.0,9652.5,9961.0,0,0,
70,2019-06-21 22:00:00,9945.0,9958.0,9891.0,9923.0,104380296.0,9652.5,9961.0,0,0,
71,2019-06-21 23:00:00,9923.0,9923.5,9850.0,9917.0,159970588.0,9652.5,9961.0,0,0,
72,2019-06-22 00:00:00,9917.0,10287.5,9908.5,10279.5,649366404.0,9652.5,10287.5,0,0,
73,2019-06-22 01:00:00,10279.5,10277.0,10111.5,10195.0,312656483.0,9738.5,10287.5,0,0,
74,2019-06-22 02:00:00,10195.0,10535.5,10181.0,10520.5,569094464.0,9792.0,10535.5,0,0,
75,2019-06-22 03:00:00,10520.5,10900.5,10420.0,10756.5,744266951.0,9803.0,10900.5,0,0,
76,2019-06-22 04:00:00,10756.5,10969.5,10575.0,10641.0,591228841.0,9823.5,10969.5,0,0,
77,2019-06-22 05:00:00,10641.0,10744.0,10570.0,10683.5,374945703.0,9823.5,10969.5,0,0,
78,2019-06-22 06:00:00,10683.5,10780.0,10675.0,10740.0,223134525.0,9823.5,10969.5,0,0,
79,2019-06-22 07:00:00,10740.0,10780.0,10687.0,10773.5,179490527.0,9850.0,10969.5,0,0,
80,2019-06-22 08:00:00,10773.5,10799.0,10682.0,10689.0,159687879.0,9850.0,10969.5,0,0,
81,2019-06-22 09:00:00,10689.0,10849.0,10653.0,10820.0,265502870.0,9850.0,10969.5,0,0,
82,2019-06-22 10:00:00,10820.0,10995.0,10775.5,10959.0,348682759.0,9908.5,10995.0,0,0,
83,2019-06-22 11:00:00,10959.0,10972.0,10861.0,10920.0,279868711.0,10111.5,10995.0,0,0,
84,2019-06-22 12:00:00,10920.0,10948.0,10810.5,10876.5,207111787.0,10181.0,10995.0,0,0,
85,2019-06-22 13:00:00,10876.5,11231.5,10877.0,11130.0,743748001.0,10420.0,11231.5,0,0,11231.5
86,2019-06-22 14:00:00,11130.0,11193.0,11050.0,11132.5,356181327.0,10570.0,11231.5,0,0,
87,2019-06-22 15:00:00,11132.5,11200.0,10300.0,10797.0,876724313.0,10300.0,11231.5,0,0,10300.0
88,2019-06-22 16:00:00,10797.0,10861.0,10650.5,10817.5,350559573.0,10300.0,11231.5,0,0,
89,2019-06-22 17:00:00,10817.5,11019.0,10817.5,10918.0,318103255.0,10300.0,11231.5,0,0,
90,2019-06-22 18:00:00,10918.0,10956.0,10677.0,10730.0,296092600.0,10300.0,11231.5,0,0,
91,2019-06-22 19:00:00,10730.0,10814.0,10555.5,10625.0,249457911.0,10300.0,11231.5,0,0,
92,2019-06-22 20:00:00,10625.0,10724.0,10438.5,10692.5,340522319.0,10300.0,11231.5,0,0,
93,2019-06-22 21:00:00,10692.5,10764.0,10586.5,10630.0,187358981.0,10300.0,11231.5,0,0,
94,2019-06-22 22:00:00,10630.0,10678.5,10512.0,10607.5,205147341.0,10300.0,11231.5,0,0,
95,2019-06-22 23:00:00,10607.5,10607.5,10351.0,10522.0,294827546.0,10300.0,11231.5,0,0,
96,2019-06-23 00:00:00,10522.0,10754.5,10521.0,10692.0,215687302.0,10300.0,11200.0,0,0,
97,2019-06-23 01:00:00,10692.0,10892.0,10662.0,10837.5,209676638.0,10300.0,11200.0,0,0,
98,2019-06-23 02:00:00,10837.5,10950.0,10778.5,10849.5,153194606.0,10351.0,11019.0,0,0,
99,2019-06-23 03:00:00,10849.5,10870.0,10686.0,10686.5,126872645.0,10351.0,11019.0,0,0,
100,2019-06-23 04:00:00,10686.5,10759.0,10614.5,10757.0,145173006.0,10351.0,10956.0,0,0,
101,2019-06-23 05:00:00,10757.0,10785.5,10680.0,10699.5,123350194.0,10351.0,10950.0,0,0,
102,2019-06-23 06:00:00,10699.5,10806.0,10641.0,10790.5,137807134.0,10351.0,10950.0,0,0,
103,2019-06-23 07:00:00,10790.5,10815.0,10712.0,10731.0,90349763.0,10351.0,10950.0,0,0,
104,2019-06-23 08:00:00,10731.0,10757.0,10672.5,10710.5,110083289.0,10351.0,10950.0,0,0,
105,2019-06-23 09:00:00,10710.5,10746.5,10656.0,10675.5,99682760.0,10351.0,10950.0,0,0,
106,2019-06-23 10:00:00,10675.5,10694.0,10559.0,10650.0,222147226.0,10521.0,10950.0,0,0,
107,2019-06-23 11:00:00,10650.0,10652.0,10481.0,10530.0,180049474.0,10481.0,10950.0,0,0,
108,2019-06-23 12:00:00,10530.0,10640.0,10530.0,10565.5,127933035.0,10481.0,10950.0,0,0,
109,2019-06-23 13:00:00,10565.5,10755.5,10564.5,10694.5,221574042.0,10481.0,10870.0,0,0,
110,2019-06-23 14:00:00,10694.5,10694.5,10581.0,10615.5,167327104.0,10481.0,10815.0,0,0,
111,2019-06-23 15:00:00,10615.5,10780.0,10615.5,10730.5,195481400.0,10481.0,10815.0,0,0,
112,2019-06-23 16:00:00,10730.5,10773.0,10670.0,10740.5,161463058.0,10481.0,10815.0,0,0,
113,2019-06-23 17:00:00,10740.5,10774.5,10633.5,10665.5,154607580.0,10481.0,10815.0,0,0,
114,2019-06-23 18:00:00,10665.5,10726.5,10652.5,10716.0,67715897.0,10481.0,10780.0,0,0,
115,2019-06-23 19:00:00,10716.0,10846.5,10700.0,10837.5,162672487.0,10481.0,10846.5,0,0,
116,2019-06-23 20:00:00,10837.5,11040.0,10837.5,10970.0,423055532.0,10481.0,11040.0,0,0,
117,2019-06-23 21:00:00,10970.0,11111.0,10950.0,11041.5,330399676.0,10481.0,11111.0,0,0,
118,2019-06-23 22:00:00,11041.5,11286.5,10570.0,10893.0,645305792.0,10530.0,11286.5,0,0,
119,2019-06-23 23:00:00,10893.0,11024.5,10755.0,10859.5,340437751.0,10564.5,11286.5,0,0,
120,2019-06-24 00:00:00,10859.5,10866.5,10730.5,10841.5,225407234.0,10570.0,11286.5,0,0,
121,2019-06-24 01:00:00,10841.5,10842.0,10540.0,10654.5,372136379.0,10540.0,11286.5,0,0,
122,2019-06-24 02:00:00,10654.5,10687.0,10541.5,10622.5,198082876.0,10540.0,11286.5,0,0,
123,2019-06-24 03:00:00,10622.5,10689.0,10575.0,10629.5,146725835.0,10540.0,11286.5,0,0,
124,2019-06-24 04:00:00,10629.5,10668.5,10584.5,10641.5,80726816.0,10540.0,11286.5,0,0,
125,2019-06-24 05:00:00,10641.5,10778.5,10612.0,10778.0,140541909.0,10540.0,11286.5,0,0,
126,2019-06-24 06:00:00,10778.0,10816.5,10743.5,10790.0,106964609.0,10540.0,11286.5,0,0,
127,2019-06-24 07:00:00,10790.0,10790.5,10703.0,10724.0,103924735.0,10540.0,11286.5,0,0,
128,2019-06-24 08:00:00,10724.0,10790.0,10722.0,10770.0,65828486.0,10540.0,11286.5,0,0,
129,2019-06-24 09:00:00,10770.0,10890.0,10770.0,10880.0,158874721.0,10540.0,11024.5,0,0,
130,2019-06-24 10:00:00,10880.0,10940.0,10820.0,10868.5,189025085.0,10540.0,10940.0,0,0,
131,2019-06-24 11:00:00,10868.5,10975.5,10855.0,10870.5,173346493.0,10540.0,10975.5,0,0,
132,2019-06-24 12:00:00,10870.5,10878.0,10762.0,10878.0,203130277.0,10541.5,10975.5,0,0,
133,2019-06-24 13:00:00,10878.0,10939.5,10850.0,10866.5,152138828.0,10575.0,10975.5,0,0,
134,2019-06-24 14:00:00,10866.5,10890.5,10780.0,10844.5,160755914.0,10584.5,10975.5,0,0,
135,2019-06-24 15:00:00,10844.5,10954.0,10825.0,10953.5,173757887.0,10612.0,10975.5,0,0,
136,2019-06-24 16:00:00,10953.5,10983.0,10858.0,10915.0,180431649.0,10703.0,10983.0,0,0,
137,2019-06-24 17:00:00,10915.0,11110.0,10903.0,11023.5,396381047.0,10703.0,11110.0,0,0,
138,2019-06-24 18:00:00,11023.5,11066.0,10990.0,11037.5,114659865.0,10722.0,11110.0,0,0,
139,2019-06-24 19:00:00,11037.5,11095.0,10955.0,10979.0,167656419.0,10762.0,11110.0,0,0,
140,2019-06-24 20:00:00,10979.0,11022.5,10770.0,10905.0,282939382.0,10762.0,11110.0,0,0,
141,2019-06-24 21:00:00,10905.0,10950.0,10805.0,10855.0,140059988.0,10762.0,11110.0,0,0,
142,2019-06-24 22:00:00,10855.0,10942.0,10855.0,10933.0,72169676.0,10762.0,11110.0,0,0,
143,2019-06-24 23:00:00,10933.0,11066.5,10933.0,11017.0,166949067.0,10770.0,11110.0,0,0,
144,2019-06-25 00:00:00,11017.0,11060.0,10961.5,11045.0,99546941.0,10770.0,11110.0,0,0,
145,2019-06-25 01:00:00,11045.0,11150.0,10996.0,11055.0,224280387.0,10770.0,11150.0,0,0,
146,2019-06-25 02:00:00,11055.0,11139.5,11051.0,11120.5,135103740.0,10770.0,11150.0,0,0,
147,2019-06-25 03:00:00,11120.5,11223.5,11076.0,11133.0,230600926.0,10770.0,11223.5,0,0,
148,2019-06-25 04:00:00,11133.0,11172.5,11081.5,11143.0,128637105.0,10770.0,11223.5,0,0,
149,2019-06-25 05:00:00,11143.0,11227.0,11131.0,11227.0,145709528.0,10770.0,11227.0,0,0,
150,2019-06-25 06:00:00,11227.0,11380.0,11219.5,11304.0,407309765.0,10770.0,11380.0,0,0,
151,2019-06-25 07:00:00,11304.0,11399.5,11215.5,11285.0,356621102.0,10805.0,11399.5,0,0,
152,2019-06-25 08:00:00,11285.0,11387.0,11275.5,11360.5,193293003.0,10855.0,11399.5,0,0,
153,2019-06-25 09:00:00,11360.5,11377.0,11260.0,11300.5,163313586.0,10933.0,11399.5,0,0,
154,2019-06-25 10:00:00,11300.5,11344.5,11270.0,11334.5,131102473.0,10961.5,11399.5,0,0,
155,2019-06-25 11:00:00,11334.5,11460.0,11314.0,11406.5,286915648.0,10996.0,11460.0,0,0,
156,2019-06-25 12:00:00,11406.5,11476.0,11300.0,11389.0,381189110.0,11051.0,11476.0,0,0,
157,2019-06-25 13:00:00,11389.0,11414.5,10998.0,11208.0,586128465.0,10998.0,11476.0,0,0,
158,2019-06-25 14:00:00,11208.0,11295.0,11180.0,11294.5,203892015.0,10998.0,11476.0,0,0,
159,2019-06-25 15:00:00,11294.5,11346.5,11250.0,11288.5,196497599.0,10998.0,11476.0,0,0,
160,2019-06-25 16:00:00,11288.5,11388.0,11263.0,11352.5,183448917.0,10998.0,11476.0,0,0,
161,2019-06-25 17:00:00,11352.5,11438.5,11322.0,11325.0,216148181.0,10998.0,11476.0,0,0,
162,2019-06-25 18:00:00,11325.0,11379.5,11216.5,11335.0,292251934.0,10998.0,11476.0,0,0,
163,2019-06-25 19:00:00,11335.0,11405.0,11293.0,11387.0,115817720.0,10998.0,11476.0,0,0,
164,2019-06-25 20:00:00,11387.0,11402.0,11333.5,11363.5,87416906.0,10998.0,11476.0,0,0,
165,2019-06-25 21:00:00,11363.5,11419.0,11344.0,11374.5,118649459.0,10998.0,11476.0,0,0,
166,2019-06-25 22:00:00,11374.5,11594.0,11345.0,11550.0,319979636.0,10998.0,11594.0,0,0,
167,2019-06-25 23:00:00,11550.0,11717.5,11524.0,11681.0,472724848.0,10998.0,11717.5,0,0,
168,2019-06-26 00:00:00,11681.0,11797.5,11570.5,11760.5,453845879.0,11180.0,11797.5,0,0,
169,2019-06-26 01:00:00,11760.5,11978.0,11659.0,11924.5,556848936.0,11216.5,11978.0,0,0,
170,2019-06-26 02:00:00,11924.5,11969.0,11800.0,11877.5,403782659.0,11216.5,11978.0,0,0,
